Security Code,symbol
,IEX
,IFBAGRO
,IFBIND
,IFCI
,IFGLEXPOR
535667,IFINSEC
539692,IFINSER
540377,IFL
,IGARASHI
539449,IGCIL
,IGL
,IGPL
,IIFL
,IIFLSEC
531889,IIL
540134,IISL
,IITL
531968,IITLPROJ
,IKIO
,IL&FSENGG
,IL&FSTRANS
,IMAGICAA
511628,IMCAP
,IMFA
,IMPAL
,IMPEXFERRO
543620,INA
531672,INANISEC
517370,INCAP
531594,INCON
,INCREDIBLE
509162,INDAG
,INDBANK
523465,INDBNK
511355,INDCEMCAP
532001,INDCTST
531505,INDERGR
544172,INDGN
,INDHOTEL
,INDIACEM
,INDIAGLYCO
530979,INDIAHOME
,INDIAMART
,INDIANB
,INDIANCARD
,INDIANHUME
501700,INDIANVSH
,INDIASHLTR
532745,INDICAP
,INDIGO
,INDIGOPNTS
540565,INDIGRID
509051,INDINFO
500202,INDLEASE
,INDLMETER
,INDNIPPON
,INDOAMIN
,INDOBORAX
532100,INDOCITY
,INDOCO
543769,INDONG
,INDORAMA
,INDOSOLAR
,INDOSTAR
,INDOTECH
,INDOTHAI
541304,INDOUS
,INDOWIND
501298,INDPRUD
,INDRAMEDCO
526445,INDRANIB
536709,INDRENEW
500319,INDSUCR
,INDSWFTLAB
,INDSWFTLTD
,INDTERRAIN
,INDUSFILA
531841,INDUSFINL
,INDUSINDBK
,INDUSTOWER
524614,INDXTRA
512025,INERTIAST
,INFIBEAM
541083,INFLAME
,INFOBEAN
,INFOMEDIA
504810,INFORTEC
537985,INFRONICS
,INFY
,INGERRAND
530787,INLANPR
531929,INNOCORP
543905,INNOKAIZ
,INNOVACAP
,INNOVATIVE
541353,INNOVATORS
543951,INNOVATUS
523840,INNOVTEC
533315,INOVSYNTH
,INOXGREEN
,INOXINDIA
,INOXWIND
505100,INRADIA
,INSECTICID
,INSPIRISYS
531314,INTCAPL
526871,INTECCAP
519606,INTEGFD
532303,INTEGHIT
505358,INTEGRAEN
517423,INTEGSW
506134,INTELLCAP
,INTELLECT
,INTENTECH
505737,INTLCOMBQ
,INTLCONV
511391,INTRGLB
530259,INTSTOIL
,INVENTURE
504786,INVPRECQ
,IOB
,IOC
,IOLCP
,IONEXCHANG
,IPCALAB
,IPL
523638,IPRINGLTD
,IRB
540526,IRBINVIT
,IRCON
,IRCTC
,IREDA
,IRFC
,IRIS
,IRISDOREME
,IRMENERGY
508918,IRONWOOD
,ISEC
526859,ISFL
,ISFT
,ISGEC
524400,ISHITADR
506161,ISHWATR
511609,ISLCONSUL
,ISMTLTD
508807,ISTLTD
524622,ISTRNETWK
513361,ISWL
,ITC
543806,ITCONS
,ITDC
,ITDCEM
500213,ITHL
,ITI
522183,ITL
,IVC
,IVP
,IVRCLINFRA
533172,IVZINGOLD
,IWEL
522245,IYKOTHITE
,IZMO
,J&KBANK
543860,JAFINANCE
507155,JAGAJITIND
530711,JAGANLAM
532825,JAGJANANI
,JAGRAN
,JAGSNPHARM
530601,JAGSONFI
,JAIBALAJI
,JAICORPLTD
514312,JAIHINDS
526865,JAINCO
505212,JAINEX
,JAINSTUDIO
505840,JAIPAN
,JAIPURKURT
,JALAN
538564,JAMESWARREN
,JAMNAAUTO
502901,JAMSHRI
542924,JANUSCORP
500220,JASCH
,JASH
514318,JATTAINDUS
526001,JAUSPOL
,JAYAGROGN
543544,JAYANT
539005,JAYATMA
,JAYBARMARU
501311,JAYBHCR
531323,JAYIND
544160,JAYKAILASH
500306,JAYKAY
,JAYNECOIND
,JAYSREETEA
513252,JAYUSH
,JBCHEPHARM
,JBFIND
,JBMA
,JCHAC
539246,JEL
524731,JENBURPH
,JETAIRWAYS
,JETFREIGHT
538794,JETINFRA
517063,JETKINGQ
543286,JETMALL
540850,JFL
,JGCHEM
544112,JGTL
531550,JHACC
,JHS
540651,JIGAR
,JIKIND
,JINDALPHOT
,JINDALPOLY
,JINDALSAW
,JINDALSTEL
530405,JINDCAP
,JINDCOT
507981,JINDHOT
,JINDRILL
,JINDWORLD
,JIOFIN
570004,JISLDVREQS
,JISLJALEQS
,JITFINFRA
523062,JJFINCOR
536493,JK AGRI
,JKCEMENT
,JKIL
,JKLAKSHMI
,JKPAPER
,JKTYRE
,JLHL
539947,JLL
,JMA
511092,JMDVL
,JMFINANCIL
523712,JMGCORP
538834,JMJFIN
544167,JNKINDIA
,JOCIL
532154,JOHNPHARMA
531861,JOINDRE
534659,JOINTECAED
542446,JONJUA
505750,JOSTS
,JPASSOCIAT
,JPINFRATEC
,JPOLYINVST
,JPPOWER
507987,JPTRLES
,JSFB
538765,JSHL
,JSL
504080,JSLINDL
538837,JSTL
,JSWENERGY
,JSWHL
,JSWINFRA
,JSWSTEEL
538539,JTAPARIA
,JTEKTINDIA
,JTLIND
,JUBLFOOD
,JUBLINDS
,JUBLINGREA
,JUBLPHARMA
536073,JULIEN
516078,JUMBO
590104,JUNIORBEES
,JUNIPER
534623,JUPITERIN
,JUSTDIAL
,JWL
531537,JYOTHI
,JYOTHYLAB
504076,JYOTI
,JYOTICNC
,JYOTISTRUC
540756,KAARYAFSL
,KABRAEXTRU
524675,KABSON
531780,KACL
543979,KAHAN
504840,KAIRA
538833,KAIZENAGRO
,KAJARIACER
543939,KAKA
,KAKATCEM
521054,KAKTEX
,KALAMANDIR
530201,KALLAM
538778,KALYANCAP
,KALYANIFRG
,KALYANKJIL
514322,KAMADGIRI
532468,KAMAHOLD
511131,KAMANWALA
,KAMATHOTEL
,KAMDHENU
,KAMOPAINTS
,KANANIIND
541005,KANCOTEA
521242,KANDAGIRI
500236,KANELIND
,KANORICHEM
,KANPRPLA
,KANSAINER
513456,KANSHST
540515,KANUNGO
512036,KAPILCO
539679,KAPILRAJ
,KAPSTON
526115,KARANWO
,KARMAENG
538928,KARNAVATI
501151,KARTKIN
,KARURVYSYA
531960,KASHYAP
502933,KATRSPG
,KAUSHALYA
,KAVVERITEL
,KAYA
504084,KAYCEEI
,KAYNES
,KBCGLOBAL
530357,KBSINDIA
540696,KCDGROUP
539393,KCL
531784,KCLINFRA
,KCP
,KCPSUGIND
537784,KCSL
,KDDL
539788,KDML
,KEC
,KECL
508993,KEDIACN
,KEEPLEARN
,KEI
,KELLTONTEC
506530,KEMP
530547,KENFIN
505890,KENNAMET
540953,KENVI
530163,KERALAYUR
,KERNEX
543542,KESAR
507180,KESARENT
,KESORAMIND
507948,KEYCORP
,KEYFINSERV
507474,KFBL
,KFINTECH
500239,KGDENIM
543289,KGES
,KGL
531609,KGPETRO
,KHADIM
,KHAICHEM
,KHAITANLTD
,KHANDSE
543953,KHAZANCHI
535730,KHOOBSURAT
,KICL
507946,KIDUJA
535566,KIFS
,KILITCH
530313,KIMIABL
,KIMS
500240,KINETICENG
,KINGFA
530215,KINGSINFR
,KIOCL
531413,KIRANPR
530443,KIRANSY-B
537750,KIRANVYPAR
,KIRIINDUS
,KIRLOSBROS
,KIRLOSENG
,KIRLOSIND
,KIRLPNU
530145,KISAN
,KITEX
532304,KJMCCORP
530235,KJMCFIN
,KKCL
503669,KKFIN
523652,KKPLASTICK
544013,KKSHL
,KKVAPOW
522101,KLBRENG-B
507598,KLRFM
524520,KMCSHIL
543273,KMEW
531578,KMFBLDR
519415,KMGMILK
540468,KMSMEDI
,KMSUGAR
,KNRCON
,KOHINOOR
,KOKUYOCMLN
,KOLTEPATIL
514128,KONARKSY
,KOPRAN
,KOTAKBANK
,KOTARISUG
,KOTHARIPET
,KOTHARIPRO
544139,KOURA
523323,KOVAI
539686,KPEL
544150,KPGEL
,KPIGREEN
,KPIL
,KPITTECH
539997,KPL
,KPRMILL
505299,KPT
542459,KRANTI
501261,KRATOSENER
,KRBL
,KREBSBIO
530139,KREONFIN
531328,KRETTOSYS
,KRIDHANINF
500248,KRIFILIND
,KRISHANA
504392,KRISHNA
539384,KRISHNACAP
,KRITI
,KRITIKA
,KRITINUT
514360,KRRAIL
,KRSNAA
523550,KRYPTONQ
,KRYSTAL
,KSB
,KSCL
519421,KSE
,KSERASERA
,KSHITIJPOL
,KSK
,KSL
,KSOLVES
533289,KTIL
,KTKBANK
,KUANTUM
539408,KUBERJI
526869,KUMPFIN
523594,KUNSTOFF
514240,KUSHIND
511048,KUSUMEL
513369,KVFORGE
511728,KZLFIN
,L&TFH
524202,LACTOSE
530577,LADDERUP
,LAGNAM
540026,LAHL
531842,LAHOTIOV
535387,LAKHOTIA
,LAKPRE
504258,LAKSELEC
,LAKSHMIEFL
502958,LAKSHMIMIL
,LAL
,LALPATHLAB
,LAMBODHARA
539841,LANCER
,LANCORHOL
,LANDMARK
,LAOPALA
,LASA
526961,LASTMILE
,LATENTVIEW
,LATTEYS
,LAURUSLABS
,LAXMICOT
,LAXMIMACH
537669,LAXMIPATI
,LCCINFOTEC
531288,LEADFIN
,LEEL
517415,LEENEE
532829,LEHAR
539814,LELAVOIR
,LEMONTREE
533602,LESHAIND
541196,LEX
,LEXUS
,LFIC
,LGBBROSLTD
,LGBFORGE
,LGHL
,LIBAS
,LIBERTSHOE
531027,LIBORD
511593,LIBORDFIN
,LICHSGFIN
,LICI
533719,LICMFGOLD
539927,LIKHAMI
,LIKHITHA
,LINC
,LINCOLN
,LINDEINDIA
526604,LIPPISYS
507912,LKPFIN
540192,LKPSEC
540360,LLFICL
,LLOYDSENGG
,LLOYDSME
,LODHA
543746,LOGICA
,LOKESHMACH
526568,LONTE
534422,LOOKS
,LORDSCHLO
530065,LORDSHOTL
523475,LOTUSCHO
,LOTUSEYE
,LOVABLE
539227,LOYAL
,LOYALTEX
,LPDC
,LT
533519,LTF
,LTFOODS
,LTIM
,LTTS
539682,LUCENT
512048,LUHARUKA
,LUMAXIND
,LUMAXTECH
,LUPIN
,LUXIND
531402,LWSKNIT
,LXCHEM
505302,LXMIATO
,LYKALABS
530689,LYKISLTD
,LYPSAGEMS
,M&M
,M&MFIN
543624,MAAGHADV
,MAANALU
541973,MACH
523248,MACPLASQ
,MACPOWER
,MADHAV
539894,MADHAVIPL
,MADHUCON
515059,MADHUDIN
519279,MADHURIND
511000,MADHUSE
,MADRASFERT
500264,MAFATIND
543613,MAFIA
,MAGADSUGAR
512377,MAGANTR
544188,MAGENTA
517449,MAGNAELQ
,MAGNUM
519612,MAHAANF
,MAHABANK
505523,MAHACORP
513460,MAHALXSE
531515,MAHANIN
,MAHAPEXLTD
,MAHASTEEL
,MAHEPC
,MAHESHWARI
,MAHICKRA
,MAHLIFE
,MAHLOG
,MAHSCOOTER
,MAHSEAMLES
543874,MAIDEN
531540,MAINFRA
,MAITHANALL
500267,MAJESAUT
506919,MAKERSL
,MALLCOM
,MALUPAPER
,MANAKALUCO
,MANAKCOAT
,MANAKSIA
,MANAKSTEEL
,MANALIPETC
,MANAPPURAM
540402,MANAS
512595,MANBRO
505850,MANCREDIT
,MANGALAM
,MANGCHEFER
537800,MANGIND
,MANGLMCEM
,MANINDS
,MANINFRA
533078,MANJEERA
,MANKIND
,MANOMAY
,MANORAMA
,MANORG
,MANPASAND
530537,MANRAJH
511758,MANSIFIN
,MANUGRAPH
,MANYAVAR
,MAPMYINDIA
,MARALOVER
,MARATHON
523566,MARBU
500206,MARGOFIN
,MARICO
,MARINE
531503,MARIS
514060,MARKOBENZ
543364,MARKOLINES
,MARKSANS
,MARSHALL
517467,MARSONS
,MARUTI
,MASFIN
,MASKINVEST
,MASTEK
511768,MASTERTR
511688,MATHEWE
,MATRIMONY
,MAWANASUG
,MAXESTATES
,MAXHEALTH
534338,MAXHEIGHTS
540401,MAXIMUS
,MAXIND
,MAYURUNIQ
,MAZDA
,MAZDOCK
,MBAPL
,MBECL
,MBLINFRA
507836,MCCHRLS-B
,MCDHOLDING
,MCDOWELL-N
544106,MCFL
,MCL
,MCLEODRUSS
538891,MCLOUD
511401,MCLTD
544073,MCPL
534091,MCX
,MDL
513303,MDRNSTL
539762,MEAPL
,MEDANTA
503685,MEDIAONE
,MEDIASSIST
,MEDICAMEQ
523144,MEDICAPQ
,MEDICO
526301,MEDINOV
,MEDPLUS
540519,MEERA
531176,MEFCOMCAP
531417,MEGACOR
,MEGASOFT
,MEGASTAR
539012,MEGRISOFT
540730,MEHAI
511377,MEHIF
511738,MEHSECU
511740,MEHTAHG
,MELSTAR
531127,MENAMANI
531727,MENNPIS
,MENONBE
,MEP
538942,MERCANTILE
,MERCATOR
512415,MERCTRD
531357,MERCURYEV
538964,MERCURYLAB
543982,MESON
531810,METALCO
,METALFORGE
,METKORE
,METROBRAND
500159,METROGLOBL
,METROPOLIS
538401,METSL
526622,MFLINDIA
513721,MFSINTRCRP
,MFSL
,MGEL
,MGL
,MHLXMIRU
,MHRIL
526795,MHSGRMS
,MICEL
526251,MIDEASTP
,MIDHANI
500277,MIDINDIA
538895,MIHIKA
538668,MIIL
539938,MIL
541337,MILEFUR
511187,MILLENNIUM
522235,MINALIND
531456,MINAXI
,MINDACORP
543217,MINDSPACE
,MINDTECK
539383,MINFY
523373,MINID
532164,MINOLTAF
,MIRCELECTR
,MIRZAINT
544015,MISHDESIGN
539220,MISHKA
539594,MISHTANN
542801,MISQUITA
,MITCON
523782,MITSHI
540078,MITSU
,MITTAL
522036,MIVENMACH
538890,MKEXIM
,MKPL
521244,MKPMOB
526891,MKTCREAT
514238,MKVENTURES
512153,MLINDLTD
507621,MLKFOOD
,MMFL
535910,MMLF
,MMP
509196,MMRUBBR-B
,MMTC
512267,MMWL
539767,MNIL
507938,MNPLFIN
519287,MODAIRY
519003,MODINATUR
515008,MODINSU
503776,MODIPON
,MODIRUBBER
543539,MODIS
,MODISONLTD
509760,MODRNSH
,MODTHREAD
504273,MODULEX
503772,MODWOOL
532140,MOHITE
,MOHITIND
,MOIL
,MOKSH
,MOL
,MOLDTECH
,MOLDTKPAC
590115,MOM50
533385,MON100
,MONARCH
538446,MONEYBOXX
530167,MONGIPA
532078,MONIND
505343,MONOT
,MONTECARLO
,MORARJEE
511549,MORARKFI
,MOREPENLAB
526237,MORGAN
523160,MORGANITE
532407,MOSCHIP
,MOTHERSON
,MOTILALOFS
,MOTISONS
,MOTOGENFIN
542864,MOUNT
505797,MPCOSEMB
532723,MPDL
532470,MPFSL
,MPHASIS
500450,MPILCORPL
526143,MPL
,MPSLTD
,MPTODAY
540809,MRCAGRO
,MRF
,MRO-TEK
543262,MRP
,MRPL
512065,MRUTR
539275,MSL
,MSPL
508922,MSRINDIA
,MSTCLTD
,MSUMI
,MTARTECH
,MTEDUCARE
,MTNL
540254,MTPL
539819,MUDRA
538743,MUDUNURU
,MUFIN
,MUFTI
,MUKANDLTD
523832,MUKATPIP
530341,MUKESHB
,MUKKA
535204,MUKTA
,MUKTAARTS
539219,MUL
501477,MULLER
505594,MULTIIN
511200,MUNCAPM
,MUNJALAU
,MUNJALSHOW
531821,MUNOTHFI
542724,MURAE
,MURUDCERA
,MUTHOOTCAP
,MUTHOOTFIN
,MUTHOOTMF
,MVGJL
,MVL
538862,MYMONEY
535205,MYSTICELE
,NACLIND
,NAGAFERT
,NAGREEKCAP
,NAGREEKEXP
531832,NAGTECH
,NAHARCAP
,NAHARINDUS
,NAHARPOLY
,NAHARSPING
,NAKODA
539402,NAKSH
538395,NAM
,NAM-INDIA
538926,NAPL
519455,NARBADA
,NARMADA
517431,NARMP
531416,NARPROP
524654,NATCAPSUQ
,NATCOPHARM
531289,NATFIT
531651,NATGENI
,NATHBIOGEN
531834,NATHUEC
,NATIONALUM
504882,NATIONSTD
526616,NATPLAS
531287,NATPLASTI
530119,NATRAJPR
543579,NATURO
,NAUKRI
,NAVA
539521,NAVIGANT
,NAVINFLUOR
531494,NAVKAR
,NAVKARCORP
,NAVNETEDUL
543305,NAVODAYENT
,NAZARA
,NBCC
523242,NBFOOT
,NBIFIN
543351,NBL
,NCC
519506,NCCBLUE
,NCLIND
530557,NCLRESE
511535,NDASEC
,NDGL
,NDL
,NDLVENTURE
,NDRAUTO
,NDTV
508670,NEAGI
,NECCLTD
,NECLIFE
512565,NEELKANTH
539409,NEERAJ
539016,NEIL
,NELCAST
,NELCO
,NEOGEN
514332,NEOINFRA
,NESCO
,NESTLEIND
509040,NETLINK
543247,NETPIX
511658,NETTLINX
,NETWEB
,NETWORK18
,NEULANDLAB
,NEWGEN
531959,NEWINFRA
540243,NEWLIGHT
,NEXTMEDIA
538874,NEXUSSURGL
,NFL
,NGIL
530897,NGIND
,NGLFINE
,NH
517554,NHCFOODS
,NHPC
,NIACL
535136,NIBE
,NIBL
526721,NICCOPAR
590103,NIFTYBEES
531083,NIHARINF
,NIITLTD
,NIITMTS
531272,NIKKIGL
543282,NIKSTECH
502294,NILACHAL
,NILAINFRA
,NILASPACES
,NILKAMAL
511714,NIMBSPROJ
,NINSYS
,NIPPOBATRY
,NIRAJ
,NIRAJISPAT
512425,NIRAVCOM
526349,NIRBHAYIND
500307,NIRLON
543194,NIRMITEE
,NITCO
508875,NITINCAST
,NITINFIRE
,NITINSPIN
,NITIRAJ
542206,NIVAKA
538772,NIYOGIN
,NKIND
,NLCINDIA
531212,NLFL
,NMDC
522289,NMSRESRC
,NOCIL
,NOIDATOLL
,NORBTEAEXP
524414,NORRIS
539110,NORTHLINK
531465,NOUVEAU
,NOVAAGRI
500672,NOVARTIND
542771,NOVATEOR
513566,NOVIS
530127,NPRFIN
,NRAIL
,NRBBEARING
,NRL
,NSIL
542628,NSL
,NSLNISP
526723,NTCIND
,NTL
,NTPC
,NUCLEUS
,NURECA
531304,NUTECGLOB
,NUTEK
,NUVAMA
,NUVOCO
543913,NXST
,NYKAA
504378,NYSSACORP
,OAL
512489,OASISEC
,OBCL
,OBEROIRLTY
,OCCL
538894,OCTAL
521062,OCTAVE
542938,OCTAVIUSPL
540416,OCTAWARE
531996,ODYCORP
530175,ODYSSEY
,OFSS
,OIL
,OILCOUNTUB
530805,OIVL
526415,OKPLA
543578,OLATECH
,OLECTRA
534190,OLPCL
521105,OLYMPTX
507609,OLYOI
,OMAXAUTO
,OMAXE
511644,OMEGAIN
,OMINFRAL
,OMKARCHEM
532340,OMNIAX
543400,OMNIPOTENT
514324,OMNITEX
514330,ONEGLOBAL
,ONELIFECAP
,ONEPOINT
,ONGC
,ONMOBILE
540386,ONTIC
,ONWARDTEC
535657,OONE
539116,OPCHAINS
,OPTIEMUS
531254,OPTIFIN
,OPTOCIRCUI
,ORBTEXP
532271,ORCHASP
,ORCHPHARMA
543997,ORGANICREC
507690,ORIBEVER
,ORICONENT
,ORIENTALTL
,ORIENTBELL
,ORIENTCEM
,ORIENTCER
,ORIENTELEC
,ORIENTHOT
,ORIENTLTD
,ORIENTPPR
531512,ORIENTTR
531859,ORIRAIL
,ORISSAMINE
531626,OROSMITHS
,ORTEL
,ORTINLAB
530173,OSCARGLO
509782,OSEASPR
,OSIAHYPER
540198,OSIAJEE
,OSWALAGRO
,OSWALGREEN
531065,OSWALOR
,OSWALSEEDS
514460,OSWAYRN
523151,OTCO
530741,OVOBELE
524636,OXYGENTAPH
543637,PACE
523483,PACIFICI
531779,PADALPO
531395,PADAMCO
532350,PADMALAYAT
,PAGEIND
,PAISALO
,PAKKA
,PALASHSECU
541444,PALMJEWELS
,PALREDTEC
538742,PANABYTE
,PANACEABIO
,PANACHE
504093,PANAENERG
538860,PANAFIC
,PANAMAPET
508941,PANCARBON
513511,PANCHMAHQ
531726,PANCHSHEEL
517397,PANELEC
511525,PANINDIAC
526345,PANJON
506122,PANKAJPIYUS
531280,PANKAJPO
539469,PANORAMA
,PANSARI
539143,PANTH
530291,PAOS
,PAR
,PARACABLES
,PARADEEP
,PARAGMILK
531255,PARAGONF
,PARAS
,PARASPETRO
524628,PARKERAC
,PARKHOTELS
532911,PARLEIND
540359,PARMAX
507970,PARMCOS-B
506128,PARNAXLAB
542694,PARSHVA
511176,PARSHWANA
,PARSVNATH
541347,PARVATI
521080,PASARI
,PASHUPATI
511734,PASUFIN
,PASUPTAC
503092,PASUSPG
,PATANJALI
,PATELENG
517417,PATELSAI
524031,PATIDAR
,PATINTLOG
514326,PATSPINLTD
,PAVNAIND
,PAYTM
532676,PBAINFRA
514087,PBMPOLY
,PCBL
524136,PCCOSMA
,PCJEWELLER
543814,PCL
517119,PCS
,PDMJEPAPER
,PDPL
,PDSL
,PEARLPOLY
539273,PECOS
531352,PEETISEC
,PEL
,PENIND
,PENINLAND
501144,PEOPLIN
504132,PERMAGN
,PERSISTENT
517172,PERVASIVE
544141,PESB
524046,PETPLST
,PETRONET
,PFC
,PFIZER
,PFOCUS
,PFS
543540,PGCRL
,PGEL
,PGHH
,PGHL
,PGIL
543290,PGINVIT
524572,PHARMAID
500143,PHCAP
,PHOENIXLTD
537839,PHOENIXTN
526481,PHOENXINTL
509084,PHOTON
526588,PHOTOQUP
523620,PHRMASI
512026,PHTRADING
530305,PICCADIL
507498,PICCASUG
532355,PICTUREHS
,PIDILITIND
,PIGL
,PIIND
,PILANIINVS
,PILITA
519439,PIONAGR
,PIONEEREMB
507864,PIONRINV
544178,PIOTEX
,PITTIENG
,PIXTRANS
539401,PJL
,PKTEA
,PLASTIBLEN
,PLATIND
,PLAZACABLE
534060,PMCFIN
539113,PML
513403,PMTELELIN
,PNB
,PNBGILTS
,PNBHOUSING
,PNC
,PNCINFRA
543352,POBS
,POCL
,PODDARHOUS
,PODDARMENT
,POKARNA
,POLICYBZR
526687,POLOHOT
,POLYCAB
526043,POLYCHMP
531397,POLYCON
537573,POLYMAC
,POLYMED
,POLYPLEX
539354,POLYSPIN
,PONNIERODE
540727,POOJA
532011,POOJAENT
519359,POONADAL
,POONAWALLA
530565,POPEES
531870,POPULARES
532933,PORWAL
,POWERGRID
,POWERINDIA
,POWERMECH
,PPAP
,PPL
,PPLPHARMA
540717,PQIF
530361,PRABHHANS
530095,PRADHIN
513532,PRADPME
,PRAENG
500192,PRAGBOS
,PRAJIND
,PRAKASH
,PRAKASHSTL
531637,PRAVEG
,PRAXIS
,PRECAM
517258,PRECISIO
,PRECOT
,PRECWIRE
511016,PREMCAP
530331,PREMCO
,PREMEXPLN
,PREMIER
,PREMIERPOL
509835,PREMSYN
531802,PRERINFRA
526773,PRESSURS
,PRESTIGE
543363,PREVEST
,PRICOLLTD
519262,PRIMAGR
531246,PRIMAIN
530589,PRIMAPLA
535514,PRIMECAPM
540404,PRIMEFRESH
530695,PRIMEPRO
,PRIMESECU
521149,PRIMEURB
519299,PRIMIND
,PRINCEPIPE
531735,PRISMFN
512217,PRISMMEDI
501314,PRISMX
531688,PRITHVIEXCH
,PRITI
,PRITIKAUTO
,PRIVISCL
524580,PRIYALT
540703,PROCLB
511557,PROFINC
526494,PROMACT
543375,PROMAX
544021,PROTEAN
,PROZONER
,PRSMJOHNSN
519014,PRSNTIN
,PRUDENT
,PRUDMOULI
,PSB
505502,PSITINFRA
,PSPPROJECT
590107,PSUBANK
590108,PSUBNKBEES
,PTC
,PTCIL
,PTL
512591,PULSRIN
,PUNJABCHEM
500346,PUNJCOMMU
,PUNJLLOYD
538993,PUROHITCON
540159,PURPLE
538647,PURSHOTTAM
,PURVA
,PVP
,PVRINOX
,PVSL
536659,PVVINFRA
531437,PWASML
,PYRAMID
534109,PYXISFIN
538646,QGO
590099,QGOLDHALF
544091,QLL
590110,QNIFTY
543460,QRIL
511116,QUADRANT
538596,QUANTBUILD
530281,QUANTDIA
538452,QUASAR
,QUESS
535719,QUEST
500069,QUESTCAP
,QUICKHEAL
539515,QUINT
,QUINTEGRA
524502,RAAJMEDI
,RACE
520073,RACLGEAR
541703,RACONTEUR
,RADAAN
531273,RADHEDE
,RADHIKAJWE
,RADIANTCMS
,RADICO
,RADIOCITY
531412,RADIXIND
538921,RAFL
526813,RAGHUNAT
514316,RAGHUSYN
531552,RAGHUTOB
531887,RAHME
,RAILTEL
,RAIN
,RAINBOW
531694,RAINBOWF
,RAINBOWPAP
503127,RAJABAH
507962,RAJATH
,RAJESHEXPO
526823,RAJINFRA
539495,RAJKOTINV
514028,RAJKSYN
,RAJMET
541601,RAJNISH
522257,RAJOOENG
530111,RAJPACK
532503,RAJPALAYAM
539090,RAJPUTANA
,RAJRATAN
,RAJRILTD
506975,RAJSPTR
,RAJSREESUG
530253,RAJTUBE
,RAJTV
511185,RAJVI
,RAJVIR
,RALLIS
,RAMANEWS
,RAMAPHO
515127,RAMASIGNS
,RAMASTEEL
523289,RAMAVISION
,RAMCOCEM
,RAMCOIND
,RAMCOSYS
514223,RAMGOPOLY
530951,RAMINFO
,RAMKY
,RAMRAT
530925,RAMSONS
,RANASUG
531228,RANDER
,RANEENGINE
,RANEHOLDIN
541945,RANJEET
531583,RAP
500360,RAPICUT
501351,RAPIDIN
522207,RASANDIK
531233,RASIELEC
507966,RASRESOR
,RATEGAIN
532918,RATHIBAR
504903,RATHIST
540796,RATNABHUMI
,RATNAMANI
,RATNAVEER
507300,RAVALSUGAR
526640,RAYALEMA
,RAYMOND
,RBA
532024,RBGUPTA
,RBL
,RBLBANK
,RBZJEWEL
543285,RCAN
538707,RCCL
,RCF
539673,RCL
,RCOM
533285,RDBRIL
533608,RDBRL
530053,REALECO
,RECLTD
,REDINGTON
,REDTAPE
543617,REETECH
,REFEX
531260,REFEXRENEW
,REGENCERAM
540175,REGENCY
512624,REGENTRP
543208,REGIS
511585,REGTRUS
,RELAXO
,RELCAPITAL
,RELCHEMQ
,RELIABLE
532124,RELIABVEN
,RELIANCE
539760,RELICAB
511712,RELICTEC
,RELIGARE
,RELINFRA
504341,RELTD
513043,REMIEDEL
539561,REMLIFE
,REMSONSIND
,RENUKA
,REPCOHOME
,REPL
,REPRO
543805,RESGEN
,RESPONIND
538273,RESPONSINF
515085,RESTILE
543902,RETINA
524504,REVAORG
531888,REXNORD
543744,REXSEAL
543256,RFLL
539435,RFSL
539669,RGF
,RGL
519191,RGRL
543590,RHETAN
,RHFL
,RHIM
,RHL
531952,RIBATEX
532766,RICHAIND
,RICOAUTO
524480,RIDDHI
540590,RIDDHICORP
504365,RIDHISYN
,RIIL
517035,RIR
530251,RISAINTL
,RISHABH
531539,RISHDIGA
526861,RISHILASE
526492,RISHIROOP
523021,RISHITECH
,RITCO
,RITES
540843,RITHWIKFMS
509845,RJSHAH
,RKDL
,RKEC
,RKFORGE
,RKSWAMY
512618,RLF
538540,RLFL
540358,RMC
,RMCL
,RML
,RMMIL
,RNAVAL
538119,RNBDENIMS
543787,ROBU
531822,RODIUM
,ROHLTD
543171,ROJL
505807,ROLCOEN
,ROLEXRINGS
,ROLLT
,ROLTA
,ROML
542145,RONI
530991,ROOPAIND
542599,ROOPSHRI
531324,ROSELABS
512115,ROSEMER
,ROSSARI
,ROSSELLIND
,ROTO
,ROUTE
544143,ROYAL
526193,ROYALCU
512047,ROYALIND
539837,RPEL
,RPGLIFE
,RPOWER
,RPPINFRA
,RPPL
,RPSGVENT
,RPTECH
530525,RRETAIL
511626,RRFIN
531307,RRIL
,RRKABEL
530917,RRSECUR
539875,RSDFIN
,RSSOFTWARE
540082,RSTL
,RSWM
,RSYSTEMS
538611,RTFL
,RTNINDIA
,RTNPOWER
531215,RTSPOWR
500367,RUBFILA
,RUBYMILLS
,RUCHINFRA
,RUCHIRA
539226,RUDRA
514010,RUDRAECO
544121,RUDRAGAS
530449,RUNGTAIR
,RUPA
,RUSHIL
,RUSTOMJEE
,RVHL
,RVNL
,S&SPOWER
539112,SAB
,SABEVENTS
530461,SABOOSOD
530943,SABTNL
,SADBHAV
,SADBHIN
540821,SADHNA
,SADHNANIQ
,SAFARI
540715,SAGAR
,SAGARDEEP
540143,SAGARSOFT
511254,SAGARSYST
,SAGCEM
507663,SAGRSOY-B
,SAH
511533,SAHARAHOUS
511754,SAHLIBHFI
,SAHYADRI
544170,SAI
531931,SAICAPI
512097,SAICOM
,SAIL
543541,SAILANI
