Time,close,signal,Symbol,Market Cap cr,Profit %
2024-06-03,915.2999877929688,Buy,JSWSTEEL,223604.0,25245.72277951908%
2024-06-03,172.3000030517578,Sell,JTEKTINDIA,4392.0,608.1337083382606%
2024-06-03,426.1499938964844,Sell,JUNIPER,9489.0,8.350309631347656%
2024-06-03,647.2000122070312,Sell,JWL,26684.0,11242.34156145239%
2024-06-03,26.149999618530273,Buy,JYOTISTRUC,2223.0,1020224.5438217553%
2024-06-03,390.95001220703125,Sell,KALYANKJIL,40132.0,207.3883673019409%
2024-06-03,270.5,Sell,KANSAINER,21883.0,2273.725225544825%
2024-06-03,198.85000610351562,Sell,KARURVYSYA,16010.0,329852.3090161878%
2024-06-03,2493.800048828125,Sell,KDDL,3127.0,-30.51408792114258%
2024-06-03,775.0,Buy,KEC,19919.0,93706.11002774298%
2024-06-03,183.0500030517578,Sell,KECL,1214.0,6886.890485067845%
2024-06-03,4207.5498046875,Buy,KEI,37961.0,7030.949826570988%
2024-06-03,1910.1500244140625,Sell,KINGFA,2304.0,113.24989758110047%
2024-06-03,437.25,Sell,KIOCL,26611.0,3314.1683553428647%
2024-06-03,1775.050048828125,Buy,KIRLOSBROS,14083.0,824.9998325195312%
2024-06-03,1236.4000244140625,Sell,KIRLPNU,7988.0,41.15749688720703%
2024-06-03,200.3000030517578,Sell,KITEX,1342.0,8189.025222843171%
2024-06-03,324.6000061035156,Sell,KNRCON,9120.0,397.81774730610846%
2024-06-03,61.09000015258789,Sell,KOTAKGOLD,-1.0,130.98149345874785%
2024-06-03,1847.800048828125,Sell,KPIGREEN,11151.0,2145.174877120972%
2024-06-03,803.9000244140625,Buy,KPRMILL,27493.0,328.0569046609402%
2024-06-03,4794.60009765625,Sell,KSB,16805.0,-59.441972610473634%
2024-06-03,813.75,Sell,KSL,3540.0,125597.60524965955%
2024-06-03,216.75,Sell,KTKBANK,8181.0,13935.413439260483%
2024-06-03,152.14999389648438,Sell,KUANTUM,1331.0,-19.089760244369508%
2024-06-03,427.3500061035156,Buy,LAURUSLABS,23027.0,405.5004053840637%
2024-06-03,1234.800048828125,Sell,LGBBROSLTD,3881.0,1941.9810741233825%
2024-06-03,569.2999877929688,Sell,LINCOLN,1149.0,551.5075483856201%
2024-06-03,8916.9501953125,Buy,LINDEINDIA,76044.0,602.1954750423431%
2024-06-03,65.0,Sell,LLOYDSENGG,7444.0,30.170212158203125%
2024-06-03,692.4000244140625,Sell,LLOYDSME,34981.0,-0.6709537963867187%
2024-06-03,3897.14990234375,Buy,LT,536040.0,12892.262182819366%
2024-06-03,240.5500030517578,Sell,LXCHEM,6644.0,150.82017636108398%
2024-06-03,2634.0,Buy,M&M,-1.0,3118342.188645625%
2024-06-03,585.1500244140625,Sell,MAHLIFE,9070.0,3785.7049139180185%
2024-06-03,437.6499938964844,Buy,MAHLOG,3153.0,189.05051622009276%
2024-06-03,7719.7998046875,Sell,MAHSCOOTER,8824.0,-69.38457140731812%
2024-06-03,674.4000244140625,Buy,MAHSEAMLES,9036.0,394.272744884491%
2024-06-03,1165.5,Buy,MAITHANALL,3393.0,845.4102274551392%
2024-06-03,79.8499984741211,Sell,MANALIPETC,1373.0,252114.5768864499%
