symbol,multiplier,period,average_success_percentage,average_loss_percentage,percentage,Market Cap cr
ICICIGI.NS,2.5,18,7.486501810966048,-3.2906400830369438,193.7465791015625,109071.532032
GANESHHOUC.NS,1.5,7,11.684709695972497,-4.914206572564274,7603.613388006211,6795.2152576
HINDOILEXP.NS,1.5,18,14.05177294741412,-5.362915132108471,2572.1649862756726,3444.269056
MARKSANS.NS,1.5,12,19.384365575182326,-5.7687359183703535,397505.41630333284,10987.8673408
BAFNAPH.NS,1.5,9,24.93107103337058,-3.9275406908320725,6510.411783175945,196.702144
REPRO.NS,2.5,17,11.83709604211963,-4.718614640228857,2096.932190612793,888.0768
CROMPTON.NS,3.0,9,8.205937631481596,-4.481763402700834,48.78488189697266,30218.665984
ELECON.NS,1.5,10,11.265120551763028,-4.575211593234984,16826.9409278574,14065.3920256
THOMASCOTT.NS,1.5,7,15.620375886173488,-4.24993090374732,206642.28389390706,273.9489792
CESC.NS,2.0,16,19.937749903376474,-4.557511739135411,18388.815946413633,26215.7991936
CMSINFO.NS,3.0,14,23.200905026945506,-3.7087860136001396,70.5675520324707,8807.1012352
DHARMAJ.NS,1.5,9,6.899643901174752,-2.99366380570151,21.079429565429688,1243.0724096
NIACL.NS,3.0,16,12.37220634013646,-5.6561336053337765,39.626286788940426,44108.7197184
IRB.NS,2.5,7,21.387740570319895,-5.73907478627701,1684.7968060526848,38438.2369792
NAM-INDIA.NS,2.0,8,7.697460651102673,-3.7156695023409556,147.63595864868165,43724.30848
NAVNETEDUL.NS,1.5,17,6.372686619030762,-3.198167117837016,140.06420815181733,3512.4568064
ARCHIDPLY.NS,3.0,9,14.201307180077471,-6.1949531291884385,324.6556054759026,272.9259776
ESSENTIA.NS,1.5,20,30.653203388292823,-5.041570071793577,381682.4587670542,437.7649664
NAVINFLUOR.NS,1.5,20,7.988619787862798,-3.205655664535108,3329.353301771164,16502.2990336
GRINFRA.NS,2.5,8,7.4250437130985585,-5.220062979254523,18.102965759277343,15520.0700416
ABAN.NS,1.5,9,15.394587598256063,-4.27124027583896,179409.4280862522,473.4009344
ROTO.NS,1.5,8,10.16518022452806,-3.777955790696349,50.4502765045166,1791.0183936
MITTAL.NS,1.5,7,17.156603316054326,-5.089029113867203,6888.668828648805,61.554272
TARSONS.NS,1.5,19,6.182733283190898,-3.210804924846902,-0.4934879760742188,2399.0720512
INDBANK.NS,2.0,8,15.267724546108825,-6.401876592711401,1068.15497061944,219.0508032
KIRLOSENG.NS,2.0,10,9.0514799730831,-4.413469786201661,325.6424370737076,19736.2302976
TITAN.NS,2.5,21,13.794931600314243,-4.826545256685687,34442.95582861197,321218.4649728
AAVAS.NS,2.5,13,10.346889853433604,-3.4315299479428694,223.3530327758789,13657.8613248
MURUDCERA.NS,3.0,10,13.389686813372375,-5.596275822149512,692.7528369808197,369.8126848
CHEMBOND.NS,1.5,13,10.175408076923361,-4.293451686753126,-0.566186996459961,831.1721472
TATAELXSI.NS,2.0,21,14.604684721355797,-4.440620571093867,10019.53011454773,48997.5414784
CHOLAFIN.NS,2.5,21,12.73262927316988,-3.83703072662444,46400.64972112703,126042.6100736
JUBLINGREA.NS,1.5,8,9.894957373071819,-3.826323050957984,142.1191357116699,10644.7781888
HCG.NS,2.0,12,6.73711725515408,-2.580671030582482,8.213537147521972,5440.1458176
PALASHSECU.NS,2.5,7,10.047646527932196,-5.179133343255841,-9.980753078460694,148.616064
INDOBORAX.NS,3.0,15,16.19799931280654,-7.532424571452132,73.27946813964844,696.3923456
AEROFLEX.NS,3.0,19,8.890417956427624,-1.1395071352791066,26.069701110839844,2306.680832
LTF.NS,2.0,20,10.922326071959722,-4.683864748376317,490.9637484359741,42976.4673536
TANLA.NS,1.5,21,19.06382499693976,-5.053339230302303,112970.85303786898,12482.625536
JKLAKSHMI.NS,1.5,20,12.328752946024686,-3.3924285194322654,15199.97559288025,9268.8662528
HINDWAREAP.NS,2.0,21,14.878050430566294,-4.623761733931047,478.45157965087895,2677.4972416
M&MFIN.NS,2.0,21,7.287000256963965,-3.5940964409888867,587.1632804126739,40130.9925376
BSHSL.NS,2.5,14,45.37115570485176,-4.661555412314939,519.9736104059219,2004.8214016
ATAM.NS,3.0,15,10.803431358802646,-8.246556403382543,-12.990309356689453,187.7196288
COUNCODOS.NS,3.0,10,24.724649352007535,-7.549405201952647,864931.6799470617,61.0690688
ABB.NS,2.0,7,14.504628706122965,-3.6724278955141547,52535.11098908615,164608.016384
KNRCON.NS,2.5,18,13.185535472889214,-4.073748066188058,8402.228246167184,9376.374784
MUNJALSHOW.NS,1.5,7,13.754720762396374,-3.823915501622665,17935.845118940353,748.4888576
CAMLINFINE.NS,1.5,11,10.87594042162171,-5.147082037676636,255.25407022476196,1743.96928
SUZLON.NS,3.0,8,27.305984875289834,-9.02777227972602,15475.999282221557,101635.9092224
HAVELLS.NS,2.0,9,11.596552462994593,-3.99131093603218,16655.597558155776,119191.9747072
BIRLAMONEY.NS,3.0,17,22.724788315860547,-6.52475714118355,3783.7197086896895,895.6076032
EMMBI.NS,3.0,17,17.525637094247646,-5.684484085579797,35.364302745819096,227.266304
JUBLPHARMA.NS,1.5,21,13.60767248067205,-3.43012587832582,269410.5779000851,14519.9955968
BAYERCROP.NS,2.0,17,6.87086116998034,-2.5519097859563122,446.28590869140623,28656.7432192
NPBET.NS,3.0,20,3.736746042843692,-2.1893016180466143,-4.548037696838379,-1.0
JBMA.NS,3.0,7,24.179412701598363,-4.995786047688387,117534.69473405252,22543.228928
INOXINDIA.NS,2.5,18,23.297505134540053,-0.4113946912153237,48.66655822753906,10772.2661888
CGPOWER.NS,2.0,9,18.989107631651198,-4.909529367019024,346136.3477133687,105443.0461952
SERVOTECH.NS,3.0,10,75.44857018035928,-10.170498113124806,8522.107698384047,262.0218368
SAMBHAAV.NS,3.0,8,18.04809256883919,-6.738342965715129,396257.15093833435,113.7172608
BALUFORGE.NS,2.5,18,171.7626441835733,0.0,171.7428914794922,8170.7835392
LOVABLE.NS,1.5,19,8.424435143502766,-3.885472984757555,107.95908138656615,245.9315968
JAGRAN.NS,2.0,15,6.7904260045149005,-3.008820728714149,150.5269867362976,2144.1175552
NESTLEIND.NS,3.0,7,6.474808391894756,-2.5102739632892708,297.5999951324463,244004.028416
TATACOMM.NS,3.0,13,16.545791946214774,-5.71574486639633,2588.5528704719545,56471.322624
ISEC.NS,1.5,11,9.588715290633678,-2.741072537488256,356.3679421081543,27228.0584192
MOREPENLAB.NS,1.5,8,16.18278121435447,-4.957376267496232,28260.292767139912,4508.0403968
ALOKINDS.NS,1.5,7,18.06734594479639,-5.562044451885655,6039.5349619870185,13331.668992
CYIENT.NS,1.5,17,6.610647280744104,-3.0177350191600807,890.8642616157532,22019.653632
PDSL.NS,3.0,14,11.039265711499866,-3.5277569754086664,1674.4168782424924,7624.1297408
JMA.NS,3.0,20,9.176888347321192,-4.746704326858758,-83.77086308670044,247.7117184
MCX.NS,2.0,17,9.923121588232894,-4.90945568140479,313.6964412841797,26508.1421824
ALKYLAMINE.NS,3.0,7,12.127357373012007,-3.845581430189021,737.725500749588,10824.9448448
RANEHOLDIN.NS,3.0,7,10.95208792884608,-3.9750273018788134,458.96120677566523,2890.18368
JUSTDIAL.NS,2.5,21,13.71128197596152,-6.288455027026481,430.6819638671875,10749.9536384
TATVA.NS,1.5,17,3.9711353499069273,-2.9875796814445224,-14.585543090820313,2313.1277312
BFINVEST.NS,1.5,20,9.264851044498435,-3.9505802764195725,145.24662142562866,2216.3775488
SREEL.NS,3.0,10,9.28220096535054,-4.905773207757297,-44.037498756408695,693.5112704
GRINDWELL.NS,3.0,10,6.470663250099823,-3.100691339759833,431.7425079650879,27231.576064
360ONE.NS,3.0,11,9.442553538650643,-3.537023084674771,218.89234130859373,39884.7049728
COFFEEDAY.NS,1.5,9,10.690676281201059,-4.501691699676937,49.397149353027345,794.518784
NSIL.NS,2.5,10,11.503584829625638,-3.3764386542664453,1484.257036254883,2373.0343936
NDGL.NS,3.0,13,19.03419869982254,-4.983476825602069,577.2021290893555,340.0
KIMS.NS,1.5,16,5.41714723962014,-2.6177655972629386,38.87869543457032,20585.1836416
CHOLAHLDNG.NS,3.0,18,10.325901347968403,-3.3801216234467955,9811.105561273576,31604.7458304
TTKHLTCARE.NS,1.5,17,8.29806417907892,-3.2013447207201,19.893106384277342,2258.7992064
AMIORG.NS,1.5,15,7.534815668301631,-3.5467017490462838,9.423174926757813,5631.141888
MOTILALOFS.NS,2.5,7,11.824494624972356,-4.430966702921667,3230.5460466423037,45349.6635392
BIL.NS,1.5,18,13.235362115391084,-3.6638652979041813,112247.91717026327,612.4845568
UGROCAP.NS,3.0,15,14.95811334444315,-6.323609759563356,63.73599452209473,2170.2436864
TEGA.NS,2.0,12,9.565238710573594,-4.374678593102631,100.3186242980957,11350.2912512
ASIANENE.NS,2.0,21,16.526694408825207,-3.5510926052865184,347.0997429199219,1732.7097856
VENUSREM.NS,3.0,7,9.425542457405951,-6.054432426909142,-12.897465324401855,455.4137088
DEEPAKNTR.NS,1.5,18,8.357234778074913,-2.824952963488265,3574.328048110008,40017.0221568
IRCTC.NS,2.5,16,20.08303478742898,-3.0675884965844364,572.6941773223876,75532.0029184
LLOYDSME.NS,1.5,9,7.026052227267309,-2.322343649794495,10.355057434082031,40357.101568
NUVOCO.NS,1.5,21,4.902009336194749,-2.1107446330515467,13.575868072509767,12139.7477376
AVANTEL.NS,1.5,9,0.0,0.0,0.0,4237.0359296
DODLA.NS,1.5,15,9.251542532066056,-2.879429120464429,59.28906344604492,7472.5097472
ARVIND.NS,2.0,19,14.12322246662119,-5.287197169097017,4692.089699892521,10316.1192448
GMRINFRA.NS,2.0,7,16.779121894181955,-5.625102922277223,1921.4838706245423,99391.7599744
UTKARSHBNK.NS,1.5,12,9.875646524240434,-3.0385769986787423,2.7027965812683106,5458.56512
MPHASIS.NS,3.0,7,12.161206307595394,-4.211140227136255,1714.7701809539797,59121.6246784
ICEMAKE.NS,2.0,20,13.620871997482991,-3.7449651532539168,442.5770547447205,1108.2871808
FDC.NS,1.5,14,7.12641838241476,-3.7343819514275256,242.55950238132476,8906.5684992
LFIC.NS,3.0,7,10.387898971307973,-4.454489502789645,287.9926546897888,68.1630016
VARDHACRLC.NS,3.0,7,10.615057387201462,-5.354733971250345,130.28350411319732,489.6560128
BFSI.NS,2.5,21,4.637499977009165,-1.015225254175989,18.517951900482178,-1.0
POLYCAB.NS,2.0,11,10.370353020564469,-3.5758206039791145,406.57052258300786,101765.7556992
JUBLFOOD.NS,3.0,7,13.204986732032484,-5.703707778960821,1538.7207369403839,43013.7147392
MEDICAMEQ.NS,1.5,12,13.312369115594189,-5.007460437684317,46.98816461181641,520.6628864
UMAEXPORTS.NS,3.0,21,15.363985908955705,-5.038448623634823,60.71718677520752,461.402368
KPIL.NS,1.5,17,8.265141383928402,-2.115359271825793,86.05919940185547,22662.84032
INDIAGLYCO.NS,2.5,20,18.9256634257533,-4.780031222128642,35756.57771172714,4196.0804352
CUMMINSIND.NS,3.0,12,11.48799428071044,-4.065149066782578,1431.0107529563904,106259.3298432
SOTL.NS,3.0,9,17.772370853466473,-4.474552685956848,21879.84364861536,4199.231488
MAHLIFE.NS,2.0,17,16.39670312115251,-3.712037185986516,222556.74193140602,8793.1224064
APOLLOTYRE.NS,3.0,20,12.152332772914782,-5.130569740946591,820.3793924937248,31939.2284672
NCC.NS,1.5,19,13.09902417414,-5.468608373128411,8501.731212461473,20370.4958976
PFS.NS,2.5,7,11.669266890581781,-6.648207534496519,495.1778793935776,3621.8339328
MUTHOOTFIN.NS,3.0,20,12.946479896483009,-4.626507653392193,324.72257424926755,79431.663616
JYOTHYLAB.NS,3.0,21,9.611754720566168,-3.8668154135656136,1219.4101297149657,20290.2437888
PVSL.NS,1.5,21,6.131181451152203,-3.422965297154908,1.2717805938720703,1609.150464
NDLVENTURE.NS,1.5,12,10.36531356072845,-3.5456345986059676,19.857693840026855,356.3234048
EMCURE.NS,3.0,9,6.106580694102029,0.0,6.0375,26463.510528
DBL.NS,3.0,7,20.975785263531332,-6.329874491577599,735.5587790985107,8054.9855232
WIPRO.NS,3.0,8,12.768494410840267,-6.306626483118389,1963.1457754494547,280090.9549568
NOCIL.NS,3.0,16,15.161494296440422,-7.108440096785884,1216.4407342858315,4837.6836096
GOLDENTOBC.NS,2.0,12,21.74379056118706,-4.913555350175206,124818.35703397369,72.8666304
NATHBIOGEN.NS,1.5,7,14.977369692613358,-4.670546175725262,2183.778382232666,418.89728
GILLETTE.NS,2.5,7,8.184468078411456,-2.582935638264678,1850.521687927246,29220.7788032
ATUL.NS,3.0,15,12.778932433470922,-4.638682993729482,14190.734783411026,23338.8097536
MASTEK.NS,1.5,9,9.932444434786863,-4.683619531247255,304.0123996887207,8966.0243968
AKSHARCHEM.NS,1.5,8,8.895496039042529,-5.04511498780342,-33.45928471374512,272.126976
ANDHRSUGAR.NS,2.0,8,17.496910721557047,-5.060576171221276,11610.952657931328,1558.9235712
SONAMLTD.NS,1.5,17,6.824341668265962,-2.813786426418786,194.50113201618194,218.7748864
ANUP.NS,3.0,8,18.34970458881252,-5.0149508437385375,796.3532452392578,4464.2422784
JLHL.NS,1.5,21,11.375559290635767,-2.7089967958030443,42.807115234375,8943.7585408
BOMDYEING.NS,3.0,18,16.946673141699733,-6.647433890105371,23231.853976777078,4423.7733888
KESORAMIND.NS,3.0,12,16.125311071198745,-5.811214090590714,96616.79509924221,6586.0767744
HDFCBANK.NS,2.5,16,7.582843034537193,-3.539836444527882,2844.8335038614273,1248205.8911744
EXXARO.NS,1.5,11,5.559394436673599,-3.720422040611789,-28.173586029052732,375.0396928
PIONEEREMB.NS,1.5,21,13.10994290008591,-4.387810869949617,3783.829388751507,146.6333184
IVC.NS,2.0,17,13.557539712910042,-7.006118911569366,38.62553104782104,396.6236672
RBL.NS,3.0,8,11.803038802264691,-4.422767409382439,84.29151285171508,953.6339968
OBCL.NS,1.5,9,5.111458582552348,-5.845038505243684,-41.64824979400635,124.4306816
PEL.NS,2.5,19,8.916896076718745,-3.8328096897223185,3478.764035710335,23877.4550528
ZENSARTECH.NS,2.0,21,17.30426514416157,-4.470389418549316,13287.179123569964,18017.28
TIMETECHNO.NS,3.0,9,13.674426113020715,-5.140363390961243,1004.3725405769349,9099.948032
SAGCEM.NS,3.0,9,12.073794070355335,-4.240948753419824,306.4159778499603,3021.0863104
BBNPNBETF.NS,3.0,18,2.5865560986317107,0.0,2.5857060699462893,-1.0
VSTTILLERS.NS,2.0,20,8.357146756365655,-2.7195202957242386,885.9376466369629,3716.7259648
WOCKPHARMA.NS,1.5,20,10.273987613507103,-4.026118958217435,28658.887252754208,16177.8515968
CARERATING.NS,2.5,12,10.06428757115215,-3.634945394508023,319.0996436767578,2908.4934144
SHANKARA.NS,3.0,18,14.497707257004304,-5.67392705926575,188.44523249816893,1466.117632
FINIETF.NS,1.5,7,3.572206809972952,-1.6264470609876756,42.79026565170288,-1.0
JPPOWER.NS,1.5,9,16.113468219095985,-6.113807252234845,14259.907974659443,12356.837376
GRASIM.NS,1.5,13,12.713426405891152,-2.80621150327603,52370.28021558761,183640.5620736
EVERESTIND.NS,3.0,21,14.435424903284007,-5.110317626228197,3292.3507346115107,1823.0853632
GMDCLTD.NS,3.0,12,20.167008499666046,-5.789800161106469,16376.66493958378,11676.9603584
AVTNPL.NS,3.0,13,13.74360638092491,-5.558613698669588,123.70289194512367,1380.3090944
NIFTYQLITY.NS,3.0,10,6.982609861807731,-1.569656135093092,46.688864363670355,-1.0
KBCGLOBAL.NS,2.5,8,19.301892062751786,-4.967876968618589,1700.1393371679783,184.2993536
INDIASHLTR.NS,2.0,7,11.785201742076929,-2.4604096245781877,32.272743041992186,8169.6702464
BOROLTD.NS,3.0,10,22.894841461679523,-6.359850737703905,168.47756309509276,4978.6679296
WANBURY.NS,1.5,15,13.079378770493166,-3.9847791862229704,22230.21669543743,748.49664
ALKEM.NS,2.5,8,9.185252029660052,-3.4290926467128098,292.9777762451172,73039.2690688
DIVISLAB.NS,2.0,7,10.222564337654537,-3.6439550214743095,13757.851606874465,134486.5959936
DSSL.NS,2.5,8,17.516146183693035,-7.08055194095259,50417.64921030259,1934.3757312
SINCLAIR.NS,1.5,21,0.998121674621975,-2.38359747354611,-1.408516014099121,547.86688
PODDARHOUS.NS,1.5,9,9.26815834134645,-3.8917911531236347,-25.831892326354982,59.3240448
LICNMID100.NS,3.0,21,4.9705946999592765,-1.3222848798639406,19.2347759437561,-1.0
SMALLCAP.NS,2.5,20,5.40822757485298,-1.2862353697799886,2.701525505065918,-1.0
STEELXIND.NS,2.0,7,24.662048635895342,-5.787217776455242,2291.775140159607,1663.5080704
CARYSIL.NS,2.5,10,14.752762598291541,-4.965175613310683,182.90513098144532,2573.9206656
RUPA.NS,2.5,10,9.786834581992565,-3.6666072618774623,-7.251486404418945,2547.570688
HDFCNIFBAN.NS,2.0,12,1.486676604329588,0.0,2.983647651672363,-1.0
OBEROIRLTY.NS,3.0,19,8.026071817407216,-4.011018546233155,-19.88496841430664,64392.7179264
NEOGEN.NS,3.0,7,11.771900132497144,-4.995366067006028,172.67510516357422,3964.1276416
BSOFT.NS,1.5,19,12.316901846292113,-4.215988729225683,17748.738160439494,18490.1484544
INDUSTOWER.NS,3.0,12,8.183334582569728,-5.533216615583582,-25.161088165283203,118913.6039936
SMLISUZU.NS,2.5,20,9.744894821141557,-3.898683828987503,45.65620719146729,2932.196352
TVSSCS.NS,1.5,13,5.284215857291984,-4.009044625908422,-12.645477615356446,8686.870528
ALPHAETF.NS,3.0,16,7.314492468857699,0.0,31.80404523086548,-1.0
PGHL.NS,1.5,21,5.379691236292925,-2.425364974364795,888.2681755371093,8720.162816
ANANDRATHI.NS,3.0,21,32.29515712656553,-4.389268900190072,336.8616998901367,16161.2054528
VIDHIING.NS,3.0,16,14.163691654155311,-5.634178689040086,293.39773332977296,2223.8011392
ESTER.NS,2.0,7,17.679348098659435,-5.018223332971877,6230.157076156616,1301.6541184
UTISXN50.NS,3.0,16,5.568490338379619,-3.475173020225851,-20.68664108657837,-1.0
AARTISURF.NS,1.5,14,14.77627934305553,-3.8732743478921736,382.19775982666016,553.0770432
SETFNIFBK.NS,2.0,13,2.6488020037310234,-1.2742307655886624,237.1146159362793,-1.0
SGIL.NS,3.0,21,16.01222469103786,-3.5704558946627247,102.19608773803711,561.244416
IRIS.NS,2.5,12,18.812295094906634,-5.5818499022333015,53.50878235626221,493.733632
INSECTICID.NS,2.5,9,14.370980777480995,-4.256474967600012,3391.5884775800705,2755.7031936
JKTYRE.NS,2.0,13,14.66683058087293,-4.5748203849403,42782.78582472801,10525.4281216
EIHOTEL.NS,3.0,10,10.262472152482562,-4.146930284628526,5300.921243621826,23688.8047616
IRFC.NS,2.0,7,20.200768923755938,-4.958654381697928,491.631789899826,233232.9508864
STLTECH.NS,3.0,8,20.14177864000217,-6.659386021358197,14520.67383860159,6440.9735168
QUICKHEAL.NS,2.0,13,16.972357571629473,-6.091706977019424,443.08113774108887,3714.6005504
GREENLAM.NS,2.0,19,9.349675374372815,-3.2913295838510304,285.53698633575436,7139.0732288
AXISBNKETF.NS,1.5,8,2.486254824274371,-1.2276760653506944,58.93278930664062,-1.0
INOXGREEN.NS,2.0,19,17.794306437896264,-4.434289082594186,172.24676587677,7181.3586944
HDFCSML250.NS,1.5,10,5.757576879645243,-1.7382083108373998,73.09447687530518,-1.0
DAMODARIND.NS,2.0,21,9.058667600340147,-4.935146117560391,-67.60476384735108,111.0021888
ASTRAL.NS,2.0,17,10.173629900024848,-3.403786795825476,4899.862317069293,51738.9058048
OIL.NS,2.0,21,8.496327966711613,-3.335341260826554,54.44013948440551,118718.13632
ITDCEM.NS,2.5,9,13.862174522868582,-3.964841484650776,4094.4572823524472,9446.5875968
HMAAGRO.NS,2.0,12,13.722897928426175,-7.199932815797551,41.77551230239868,2539.9146496
ESAFSFB.NS,1.5,21,1.2482947891219558,-3.3995912195324256,-18.629407806396483,2586.2547456
JYOTISTRUC.NS,1.5,13,15.995282911266253,-4.816327094153254,1954344.8825386458,2428.4258304
PVTBANIETF.NS,3.0,20,3.744949528478091,-1.8172225314713237,83.46695606422423,-1.0
BANCOINDIA.NS,1.5,8,17.76933297719229,-4.136720752330662,7005.286966263295,4924.4131328
RITES.NS,2.5,9,10.175053854418627,-5.440358373785395,178.3782208557129,15707.3702912
NAGAFERT.NS,1.5,7,17.386352528961776,-6.259905656251954,14200.80163659048,611.8204928
EXCELINDUS.NS,1.5,13,10.946411561710066,-4.17185172543742,1468.271928401947,1903.581184
PIXTRANS.NS,3.0,8,7.273918820684774,-4.961504474664044,41.60470477294922,2027.5724288
BATAINDIA.NS,3.0,10,13.307117592797809,-5.995919716338157,5440.554095269203,18865.9826688
CELLO.NS,2.5,15,9.404094452643575,-4.306336183045576,14.338656188964844,20030.95552
BAIDFIN.NS,3.0,13,7.125839049869865,-6.961437491220188,-14.637385555267334,175.4193408
INDHOTEL.NS,2.0,7,9.49077221137067,-3.7833409247064496,2934.815796538353,93825.9120128
URJA.NS,1.5,14,45.4887398937061,-6.897641769874621,40900.617088482555,1202.4620032
CREATIVEYE.NS,3.0,9,12.542464706218967,-6.228590480986449,-15.07386077404022,12.9776552
VHL.NS,3.0,9,6.777532865637007,-3.977832210847258,-60.252288883209225,1307.3959936
RHL.NS,3.0,16,11.266398469873293,-4.616492807882842,69.13330184936524,347.9954688
UTIBANKETF.NS,1.5,7,3.4035787386991516,-1.2938178481121183,85.86100171470642,-1.0
VERTOZ.NS,2.0,12,17.47818439601532,-5.889999464184773,733.4271988196373,2789.5779328
LUMAXIND.NS,2.0,21,11.844025458840777,-3.4538828293558286,5166.651269269943,2730.2381568
UPL.NS,1.5,13,7.853511688808109,-3.9570984545570296,1416.213387606621,45201.6144384
BANKBEES.NS,2.5,18,3.8980224672522037,-2.2806661909964725,45.957603305816654,-1.0
JKPAPER.NS,3.0,13,13.245798153259598,-4.2918285499711875,2439.421832086563,7987.3040384
GENSOL.NS,1.5,10,12.59204933458458,-3.752739141668144,77.39168884277345,3583.0091776
MAHSEAMLES.NS,1.5,7,8.60909811454136,-3.199685143751486,10073.382746204376,9166.2016512
PAKKA.NS,3.0,7,21.859209122881904,-10.170312820294665,76.74908535766602,1264.193024
RAJESHEXPO.NS,2.0,21,20.391462231401505,-4.316593329081534,331873.69595656823,8670.3095808
KARURVYSYA.NS,1.5,18,12.449492437516405,-3.4010114157395273,233253.98386647194,18055.3596928
SDL26BEES.NS,3.0,9,0.23599259652798737,-0.3012035539755822,-10.396906173706055,-1.0
MIDSMALL.NS,2.0,10,2.781493595851464,-1.2477069819739106,4.316864093780517,-1.0
TREL.NS,1.5,17,9.953285006105116,-3.738656164954728,12.870602001190184,1194.8706816
TGBHOTELS.NS,1.5,10,14.566833449270103,-4.626240533204263,2514.171363450527,47.151104
TOTAL.NS,3.0,12,15.135936997526176,-5.300483051846236,624.2017802772522,157.7059328
INFIBEAM.NS,2.0,7,13.807348134740579,-6.290666159248223,560.2413891253472,8472.506368
HCL-INSYS.NS,1.5,20,11.828477893515185,-4.368280281584589,3997.2755200185775,532.9939456
LINDEINDIA.NS,2.0,19,10.38901898988194,-3.8421914025550206,4166.7765353717805,61626.7907072
INDIGO.NS,2.5,10,9.323483886731601,-4.855399018086357,128.11413525390626,185922.8663808
DHANUKA.NS,1.5,9,9.850137541436482,-3.023472160733303,1615.7047825775148,8117.7673728
IGPL.NS,3.0,20,18.075427948897257,-6.323611743800865,2805.4082007484435,2036.7681536
IFGLEXPOR.NS,2.0,8,11.408613455146249,-4.9068227677078635,3244.1882257928846,2324.9047552
BLS.NS,3.0,7,21.860816260475993,-6.244390285754188,3097.836071202278,17681.3326336
MANAPPURAM.NS,2.0,7,13.871866386785355,-4.748992437361522,895.3140325746537,18063.7696
SATIA.NS,1.5,11,10.353623585942593,-4.286120569539765,57.015405143737794,1211.6000768
PNC.NS,2.0,10,11.493824155565965,-5.262822706376006,-72.1178375234604,97.6972992
ABSLBANETF.NS,2.0,14,3.026315455688191,-1.7032000354630907,102.86163484191894,-1.0
DANGEE.NS,3.0,19,8.90212450806356,-3.836476657766042,-32.28868348312378,110.554048
HAVISHA.NS,2.0,11,31.584429898114987,-7.811809705355783,2753.7914177708626,72.8046848
PLASTIBLEN.NS,3.0,13,6.575397336014168,-3.8090193828247907,-16.02040022277832,976.4143104
DHAMPURSUG.NS,2.0,14,20.042671885632263,-5.538288177308732,26046.53128121853,1477.237248
MEGASOFT.NS,1.5,17,15.50807965909231,-4.9032232772511,4803.099692377806,382.5774336
CIPLA.NS,2.5,7,9.682445111847787,-5.681727894634612,-99.2763550362587,133505.810432
WABAG.NS,1.5,9,8.870933674148057,-3.3674150924561417,418.50611769866947,7873.9267584
NIPPOBATRY.NS,2.5,8,7.3301509947071395,-3.389248630337816,-27.52826540374756,441.2633088
IDEA.NS,3.0,7,16.014017566039175,-8.676600083305456,31.468560335636138,105316.3913216
CLEAN.NS,2.5,12,9.720449249749116,-3.7283674475499198,38.115675415039064,15713.6093184
BANKNIFTY1.NS,2.0,7,3.9147503376694153,0.0,16.447292510986326,-1.0
HONASA.NS,1.5,7,7.8240065079649295,-3.956458531060264,9.084891632080078,16463.7048832
KEYFINSERV.NS,3.0,8,15.267108377176873,-5.861099014316892,133067.6833399346,180.3728384
AGSTRA.NS,1.5,8,13.08872836241762,-3.5634547437432817,94.17797869110107,1221.5216128
LEXUS.NS,2.0,20,14.567745019788834,-4.807889080805655,3030.6685939092636,79.1040704
NARMADA.NS,2.0,14,7.814080268550976,-5.526995725121045,91.11035193157197,31.378928
ATGL.NS,3.0,8,38.856595634079156,-6.82951192949145,2255.461149124146,93609.9315712
VTL.NS,1.5,12,14.503915955862233,-2.9521963595240273,51168.972552885534,14171.021312
EIHAHOTELS.NS,1.5,13,8.077544817087665,-3.1437946749722747,174.95127840232848,2444.1550848
BANKIETF.NS,2.5,18,2.999649764664131,-1.2731703310033355,115.05384498405458,-1.0
BTML.NS,2.5,17,14.35386847024218,-3.9365218738661683,673.5001113779545,163.0728064
ARE&M.NS,1.5,8,17.596784807160326,-7.282187857172768,59.757675109863285,27651.60448
LICNFNHGP.NS,3.0,7,2.5693672146535875,-2.7035099569943526,-72.91979219818116,-1.0
SBIETFQLTY.NS,3.0,7,4.302897392180741,-2.250498374643534,79.49671531677247,-1.0
VALIANTLAB.NS,2.5,13,2.6546610402212596,-9.612606103936297,-4.787645278930664,501.6302592
HDFCNIF100.NS,3.0,7,4.801793386155323,-2.424636248560431,19.976991523742676,-1.0
PIDILITIND.NS,2.0,11,8.997046201853628,-4.253363151522426,953.9705531024932,161411.2096256
CDSL.NS,3.0,19,17.779947540699478,-5.100278259231654,511.14384976959235,29708.304384
RATEGAIN.NS,2.5,15,12.769608977576583,-4.480937084372517,106.30871658325196,9026.031616
PSPPROJECT.NS,2.5,7,9.269225949524843,-4.296422862296284,174.8898524169922,2686.3388672
TRIVENI.NS,2.0,9,15.723980540123447,-6.091806553746226,3256.326035946846,10325.4515712
LIKHITHA.NS,1.5,20,9.515302891061593,-4.73616706300249,68.5598826599121,1700.0978432
GPPL.NS,3.0,9,7.016870277600603,-3.7975998129528183,56.90863468170166,11059.1926272
GTPL.NS,2.0,10,12.802463034119597,-4.4122843505195455,285.68967095184325,1859.575808
OSWALGREEN.NS,1.5,8,17.30578306969538,-6.799386263732222,62064.26286311364,1284.3017216
LICI.NS,3.0,18,7.3636923961487195,-4.10479167961962,43.743090881347655,671904.7991296
RHIM.NS,3.0,14,9.194722749373915,-3.7109004272250714,644.307052986145,12496.4642816
STEL.NS,3.0,12,15.262558905719033,-4.912307556162696,1272.9243932714462,910.6817024
