symbol,multiplier,period,average_success_percentage,average_loss_percentage,percentage,Market Cap cr
KRISHANA.NS,3.0,17,10.03374010132823,-3.7530131737952406,433.2086385393143,1601.5203328
BIKAJI.NS,2.5,21,11.702317132700802,-3.776800496156633,73.98457241821289,21820.956672
KAMDHENU.NS,2.5,20,15.573501983281725,-4.8552065394376775,22183.537201539515,1614.8414464
STARTECK.NS,2.5,8,28.142244676354807,-3.0429695794410128,188.57440950775145,267.9027712
REPL.NS,1.5,10,10.900728937903114,-4.9508624551736204,20.74694569969177,338.803072
BIGBLOC.NS,3.0,17,21.405438284254853,-5.840373383938783,11755.151501673221,1808.8433664
ELDEHSG.NS,1.5,12,10.770647209875714,-4.420352883331309,19.677600585937498,981.7263104
HFCL.NS,1.5,17,14.605962114451073,-5.772548565204198,7577.484520717621,22799.5336704
ARVINDFASN.NS,3.0,16,15.76358890256011,-5.126704618368812,171.69685160827638,7441.7291264
ARIHANTSUP.NS,1.5,9,19.273616395513926,-4.517528778097616,1733.760763715744,1379.2854016
NIITMTS.NS,1.5,8,8.41809824535018,-3.253171552913569,10.843059997558594,6956.5087744
THYROCARE.NS,3.0,13,10.506815621756452,-3.9673889007156387,68.32779452514647,4600.76032
LANDMARK.NS,2.5,12,4.765209266511206,-6.0337169761877885,-15.306338134765626,2452.9958912
MUNJALAU.NS,2.0,21,11.237637611147669,-4.143609575138603,1325.9023749933244,1263.3293824
LORDSCHLO.NS,2.5,7,4.35553796522823,-5.158349380890365,0.9525145263671875,378.855296
PANACEABIO.NS,1.5,8,14.188555571496513,-4.3379411545397115,24750.258956567766,1427.3862656
COMPUSOFT.NS,1.5,19,18.18086697928892,-5.120047060280331,415.53802003979683,252.411904
EXICOM.NS,2.0,17,26.716878870471934,-2.6418296677342146,83.51226614379883,4583.8241792
GLAND.NS,3.0,15,12.009801558323973,-5.494657927350353,44.55440258789062,31193.3206528
INDORAMA.NS,3.0,9,13.735031259345195,-5.930096214258155,1361.4469036989212,1307.4110464
NELCO.NS,1.5,11,13.4136114523705,-4.852907817956369,33050.93159846306,2826.5947136
SADHNANIQ.NS,2.5,9,12.536771478572197,-7.286924116403189,-10.243001068115234,1921.3699072
DPABHUSHAN.NS,2.5,9,14.94781558771363,-4.380473420192133,1055.5170815658569,3060.837376
PCBL.NS,1.5,15,19.30684399876059,-4.208227318914122,1214496.353804039,19018.4996864
SYMPHONY.NS,1.5,7,7.686773432937612,-3.6382387809725376,487.9222801895142,10615.9300608
AHL.NS,1.5,10,15.143380481512384,-3.8951351755154433,143.89348320007323,2953.0980352
HLVLTD.NS,1.5,7,11.017055172702962,-4.841205708635195,863.5137493965626,1399.0125568
PCJEWELLER.NS,1.5,21,18.376321932720263,-4.737633434472403,18188.045381337164,5189.2547584
NIBL.NS,2.0,7,21.901533755203996,-4.861233667645159,3094.799597256422,95.27472
DHUNINV.NS,2.0,8,9.133010449293261,-4.027515170199436,52.510057567596434,1114.290176
BLUEDART.NS,1.5,9,7.75612810950779,-2.6814786924820724,8741.385484375,19687.981056
AKI.NS,1.5,13,26.46165803200447,-3.0303987695805787,344.4818383083343,193.943744
SPAL.NS,1.5,7,11.009110738910286,-3.9932452304650137,314.7619644699096,2213.2928512
MEDANTA.NS,1.5,21,11.506951299615897,-2.2033910369169702,175.48972357177735,31291.6344832
HEUBACHIND.NS,2.0,17,7.758518095864581,-3.3690522184719263,349.96996237182617,1367.0196224
HAL.NS,1.5,21,9.93904048250425,-3.314620987153737,1168.8654951477051,323175.4747904
EPACK.NS,1.5,7,12.505325821603378,-3.0161498761232175,40.41427938842773,2468.2893312
EQUITASBNK.NS,1.5,21,7.745264196294943,-3.78062100537813,88.52654850006103,9511.4993664
JINDRILL.NS,1.5,20,10.132605171259124,-3.7000926169339103,703.0269059906007,1931.0733312
DIXON.NS,2.5,21,18.468310460226338,-4.44570587553629,2358.316707702637,77738.5148416
SVLL.NS,3.0,10,5.021812126555118,-3.0285006043361764,91.63086237335204,383.4230272
GULPOLY.NS,2.5,10,15.142120166391456,-5.679473245936212,1861.3759097270965,1440.584704
SBICARD.NS,2.5,16,9.777509844234197,-3.1458674143191656,40.747790649414064,72864.8384512
ORIENTBELL.NS,2.5,9,11.076743332856797,-5.398918791429667,49.30515002441406,538.5407488
TBZ.NS,1.5,9,11.051202755853494,-4.151997644201429,569.4343564758301,1401.9431424
PNBHOUSING.NS,1.5,9,11.32888059419753,-4.569961756988687,595.7949646606445,26048.831488
LAL.NS,1.5,7,11.372736399103417,-2.625300592744354,157.461941157341,393.7918464
SENCO.NS,2.0,10,20.168104604595836,-2.9300330999358057,159.06684570312498,9259.8468608
ENIL.NS,3.0,18,7.866918386471255,-4.264094090324935,32.08882949829102,1030.236672
WINDLAS.NS,2.5,14,8.006318654996168,-4.032227908627818,32.053030487060546,1756.147712
REMSONSIND.NS,3.0,8,14.53568823215786,-5.1453168372601805,27449.071936770917,623.4624
STYLAMIND.NS,3.0,10,18.73048215767304,-5.706984038901508,27.399491699218746,3412.7542272
POCL.NS,1.5,20,14.191033302100898,-3.7267611730477497,534.3310143890382,2582.3111168
KRSNAA.NS,1.5,11,6.365169448000462,-3.3225910428402394,14.929826019287109,2348.8288768
STARHEALTH.NS,1.5,12,9.315228925256793,-2.4325464867629045,32.54242822265625,37338.6674176
BOROSCI.NS,2.5,7,10.230467237093013,0.0,20.5784161529541,1801.5014912
TARC.NS,2.0,8,18.931342952334408,-6.674421099250634,718.1847059574127,7206.3844352
IPL.NS,1.5,17,4.948568630036734,-3.205540302105863,-11.236454483032226,2594.5344
DYNAMATECH.NS,2.5,7,9.184509542533938,-4.088221261536342,192.5983096923828,5475.1100928
ELECTCAST.NS,3.0,7,16.365982790787896,-6.299018436623351,9496.539473167419,13662.507008
LICHSGFIN.NS,2.0,21,9.874307555425066,-4.396904517442281,2345.4235363397597,38177.1186176
RAMAPHO.NS,1.5,7,9.81465619717584,-4.483039668662252,0.4436795196533203,372.81344
IIFL.NS,2.5,13,14.169037401500637,-5.10780458350574,10223.259025058745,19943.6156928
BURNPUR.NS,1.5,14,21.656527341275183,-5.3311738531557795,25944.903137295365,65.5452672
GTL.NS,1.5,15,18.281142280939623,-4.347880406863093,31040.94497506535,222.9196032
FINEORG.NS,3.0,17,12.755177322713017,-4.326312136878388,124.77346417236328,16566.0573696
NITINSPIN.NS,2.0,11,13.225102777133298,-5.361619254486556,1535.1539635558129,2382.3611904
TAJGVK.NS,1.5,21,8.974196026009528,-3.299698299832856,1313.071043726921,2080.1306624
AVALON.NS,2.0,17,10.406716164878933,-8.24306798329866,64.5419765625,3435.8335488
CAPLIPOINT.NS,2.5,10,17.87262870243517,-4.816276430956612,3064.2214831886295,14697.6210944
PENIND.NS,1.5,15,9.989746781069247,-3.9101413243743464,51.342027566909785,2476.3938816
DMCC.NS,1.5,19,6.0997831362100445,-5.609306851373479,-26.060097198486325,715.604224
BAJAJHLDNG.NS,3.0,15,8.949041681343619,-3.072362303993454,2504.0550984191896,121384.402944
REDTAPE.NS,2.5,7,18.57016948088855,-5.469229128232416,55.85309878540039,9607.1122944
MUFTI.NS,1.5,20,5.098210203001014,-1.2341856661722586,10.178512847900391,1325.7449472
VIVIDHA.NS,3.0,9,37.93827684029743,-14.276171366865283,119.07109161639214,35.7169024
ARTNIRMAN.NS,2.5,19,33.83718183946895,-4.295341790856009,1497.4442492866515,169.1268096
ASTRAZEN.NS,3.0,14,10.6826039041822,-3.081115631769349,4873.072342536926,17192.2505728
MAHASTEEL.NS,1.5,21,14.951097284716102,-4.042163471000129,878.7743353424073,286.747392
AKUMS.NS,1.5,9,0.0,0.0,0.0,13445.382144
USK.NS,2.0,15,18.288849041012792,-4.6297803805920505,135.03897756767273,318.100096
SHARDACROP.NS,1.5,16,9.892627674721739,-3.4455493928287444,201.7499091491699,5136.252928
JASH.NS,3.0,7,11.503723582925542,-4.587176338632782,186.3651057434082,2544.2848768
SPLPETRO.NS,2.5,17,13.655503910244047,-4.625421067202145,12829.170545058727,16530.6826752
VGUARD.NS,2.0,21,9.70461340375846,-3.691274259668496,1969.370228565693,20186.9836288
DEEPENR.NS,1.5,7,12.26665853097186,-5.100705515099604,1081.020401591301,847.1679488
REFEX.NS,2.5,9,24.97384677503356,-5.705986549860403,642519.0949711561,3974.4098304
ASHOKAMET.NS,1.5,13,7.613025863544929,-4.996307096975931,25.75225358581543,49.4670848
DENORA.NS,3.0,15,13.293644048440296,-5.378266680214714,506.35624415969846,861.3322752
MANYAVAR.NS,2.5,16,8.880826190739661,-3.4616330651231664,35.11068811035156,30861.5348224
SHOPERSTOP.NS,3.0,8,12.54329414242613,-3.985404642044215,629.7630365524292,8957.448192
SHIVAMAUTO.NS,3.0,10,11.974495268126141,-5.393090378689094,244.68691641235353,634.8210688
ERIS.NS,2.0,11,6.926412267669617,-3.1164406818189403,95.87421646118163,19793.6611328
INTLCONV.NS,2.0,15,10.480143536666937,-5.5654498470895435,7.385255653381348,534.7919872
CHALET.NS,1.5,8,8.793522262720607,-3.2967677854661273,225.9356627883911,19130.2156288
EIMCOELECO.NS,3.0,14,10.123066272082063,-4.204930006458583,1111.317550956726,1831.4725376
RETAIL.NS,1.5,21,3.660701441483115,0.0,7.437837295532226,27.6008448
VOLTAS.NS,1.5,20,19.771400140546188,-3.8921928876665097,177865.3830502349,59921.6160768
SCHAND.NS,2.5,7,16.55041375939166,-4.476016161934272,330.2507474594116,834.7732992
BLUEJET.NS,3.0,17,8.783665583975063,-5.903318949686047,12.662051086425782,8249.995264
OSWALAGRO.NS,2.0,9,20.128856844059207,-6.856567494757943,1222.6181932578086,882.070016
BECTORFOOD.NS,3.0,11,12.887268001213796,-4.039175229963883,174.74743402099608,9583.4292224
ENTERO.NS,2.5,21,14.980143652083385,-2.6098883049648007,27.376948120117188,6003.2319488
PRITIKAUTO.NS,1.5,19,10.058437822110866,-4.3827960563634045,22.415822751998903,504.8338432
CRISIL.NS,3.0,10,6.726582700385743,-2.8705207778171284,981.4985605068207,33936.1562624
AKZOINDIA.NS,1.5,21,4.6095521401162145,-2.105199315753982,790.2297037124634,15981.912064
PRINCEPIPE.NS,1.5,17,13.530213047702437,-3.2878893823972053,458.73179581451416,6462.879744
HGS.NS,1.5,8,9.125772891109419,-3.9408975110208213,704.0290348815918,4204.7373312
TATACHEM.NS,1.5,15,7.868320427249699,-3.452504820951534,2308.813937994003,28243.8074368
WSI.NS,2.0,8,17.693047954310554,-5.16377788458782,1043.7661056129336,1016.9407488
ORIENTHOT.NS,3.0,8,9.119079448178464,-4.58550599324825,-22.7213132815361,2843.474944
HYBRIDFIN.NS,2.5,8,19.067797611378296,-5.542413018710943,168.30638799571992,43.4479808
BAGFILMS.NS,1.5,13,17.594930839644224,-6.005452156686638,15882.07247212732,193.400768
RPPL.NS,3.0,11,9.889077558086086,-5.700900057908991,202.47448651313783,332.2870528
JAGSNPHARM.NS,2.5,11,13.493528140805747,-5.623606996427477,1388.135454536915,1095.4776576
CASTROLIND.NS,1.5,9,5.662393171135079,-2.674352202078699,336.0023692150116,26568.04864
PENINLAND.NS,1.5,9,17.095654971925786,-5.660931223610843,364708.18407497933,1800.0355328
DELHIVERY.NS,3.0,20,6.621987643705829,-3.5422660748898607,12.031446685791016,31425.3049856
MOLDTECH.NS,3.0,19,18.11290947679067,-5.059459069687999,196.92303011703493,673.7409536
CGCL.NS,2.0,12,12.27253385076897,-4.9176374358020905,216.7836943731308,17496.9782272
GLOBAL.NS,2.0,20,17.49000201991257,-4.234634433410549,1373.3810467877388,417.3923072
KAMOPAINTS.NS,3.0,21,22.44679222056394,-4.707675310185084,174.8214950275421,1432.8301568
YASHO.NS,1.5,7,10.121054761005983,-2.674256141054762,37.608397705078126,2300.4166144
KRYSTAL.NS,1.5,20,6.140221987698651,-2.3581621875065424,10.92529656982422,1097.7101824
PFC.NS,2.5,16,12.660033866918734,-5.654104227581871,724.6586458625793,184426.0896768
VISHNU.NS,2.0,8,16.420088680525065,-4.686264311793483,2206.366991832733,2725.0796544
GREENPANEL.NS,2.0,10,18.675207945086655,-3.471901946733104,1298.1472048187254,4889.2817408
SBILIFE.NS,2.0,11,4.51504590676198,-2.760551542264133,13.338005249023437,193210.2336512
SRGHFL.NS,3.0,8,24.228247694983835,-8.529232591046501,16.740457778930665,491.489024
MINDACORP.NS,1.5,12,12.608115626069967,-4.093630959688113,1884.3129992456436,13420.4284928
NAHARPOLY.NS,3.0,15,13.971086170041534,-5.4924273046283805,4431.266414565086,640.6821376
SJS.NS,3.0,10,10.895561786772262,-2.864361108121396,110.10199038696288,3141.0171904
EMIL.NS,3.0,14,35.210491381556416,-6.497053522044357,58.12335169219971,8530.2697984
MAGNUM.NS,1.5,17,19.531588638312705,-5.406602960374576,12135.180601729393,334.3949824
ASALCBR.NS,2.0,18,11.760998829034854,-3.439914493816594,256.37160343933107,1657.68192
KAJARIACER.NS,2.5,17,10.708235383726842,-3.7530600562754426,11469.377746678352,22076.3439104
MOLDTKPAC.NS,3.0,20,14.76146057294933,-3.7024104531266384,472.38478195953365,2630.7319808
FELDVR.NS,1.5,11,11.93560991387205,-4.585287142748087,29.410208355903627,64.5225664
